id,title,description,availability,availability date,expiration date,link,mobile link,image link,price,sale price,sale price effective date,identifier exists,gtin,mpn,brand,product highlight,product detail,additional image link,condition,adult,color,size,size type,size system,gender,material,pattern,age group,multipack,is bundle,unit pricing measure,unit pricing base measure,energy efficiency class,min energy efficiency class,item group id,sell on google quantity
jvZowSDbjriTyuZ4gKOP73,Wentylacja AEROOOM W010,Liniowy szczelinowy dyfuzor do montażu ukrytego alumineu AEROOM w sufit napinany.,in_stock,,,https://alumineu.pl/produkty/wentylacji/nawiewniki-szczelinowe/aerooom?editionuid=348613847532,,https://drive.google.com/uc?id=1vVr6Oy08a_RpeYjshcFZ7B_DnjKapGcN,360.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1-TCJIr40Z_WouNhZWb9H260SvIV9RhI0, https://drive.google.com/uc?id=1lz1B2MIyP3vPWtK4lsvvOa2SL-K5DiZc",new,,czarny mat,długość 1000 mm,,,,,,,,,,,,,aerooom,100
QUUROkmnjacZooCUHKa9k1,Wentylacja AEROOOM W014,Liniowy szczelinowy dyfuzor do montażu ukrytego alumineu AEROOM w sufit napinany.,in_stock,,,https://alumineu.pl/produkty/wentylacji/nawiewniki-szczelinowe/aerooom?editionuid=196710851972,,https://drive.google.com/uc?id=1vVr6Oy08a_RpeYjshcFZ7B_DnjKapGcN,400.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1-TCJIr40Z_WouNhZWb9H260SvIV9RhI0, https://drive.google.com/uc?id=1lz1B2MIyP3vPWtK4lsvvOa2SL-K5DiZc",new,,czarny mat,długość 1400 mm,,,,,,,,,,,,,aerooom,100
KKdTYiB5ilH9EwahKpKah0,Wentylacja AERROLL Z007,Liniowy szczelinowy dyfuzor do montażu ukrytego alumineu AERROLL do płótna tekstylnego w sufit napinany.,in_stock,,,https://alumineu.pl/produkty/wentylacja/nawiewniki-szczelinowe/aerroll-z?editionuid=949232860922,,https://drive.google.com/uc?id=1hzcFbHo5b9hZQg_8nmHI9TrXNdJxCsm7,590.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1YVgm1sgIFNHm_HPju16k9zmAnQ9aLNj6, https://drive.google.com/uc?id=1iIbmZ_hCRgqh3Hg4bgUiB2LrW14jSWIF",new,,czarny mat,długość 700 mm,,,,,,,,,,,,,aerroll,100
ARWzP670jnmjJZpK5JsEU1,Wentylacja AERROLL Z010,Liniowy szczelinowy dyfuzor do montażu ukrytego alumineu AERROLL do płótna tekstylnego w sufit napinany.,in_stock,,,https://alumineu.pl/produkty/wentylacja/nawiewniki-szczelinowe/aerroll-z?editionuid=847063302852,,https://drive.google.com/uc?id=1hzcFbHo5b9hZQg_8nmHI9TrXNdJxCsm7,750.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1YVgm1sgIFNHm_HPju16k9zmAnQ9aLNj6, https://drive.google.com/uc?id=1iIbmZ_hCRgqh3Hg4bgUiB2LrW14jSWIF",new,,czarny mat,długość 1000 mm,,,,,,,,,,,,,aerroll,100
xP5AwirJg8GaTPI5ZRvbx2,Wentylacja AERROLL Z014,Liniowy szczelinowy dyfuzor do montażu ukrytego alumineu AERROLL do płótna tekstylnego w sufit napinany.,in_stock,,,https://alumineu.pl/produkty/wentylacja/nawiewniki-szczelinowe/aerroll-z?editionuid=273315715262,,https://drive.google.com/uc?id=1hzcFbHo5b9hZQg_8nmHI9TrXNdJxCsm7,800.00 PLN,,,no,,,alumineu,,google_product_category: 7112,"https://drive.google.com/uc?id=1YVgm1sgIFNHm_HPju16k9zmAnQ9aLNj6, https://drive.google.com/uc?id=1iIbmZ_hCRgqh3Hg4bgUiB2LrW14jSWIF",new,,czarny mat,długość 1400 mm,,,,,,,,,,,,,aerroll,100
Uol4AUi6iIvTMzs54EO9j2,Przepierzenie DECORRA H005,Dekoracyjne aluminiowe przegrody alumineu DECCORA do montażu w suficie napinanym.,in_stock,,,https://alumineu.pl/produkty/home/przepierzenia/decorra?editionuid=183762869242,,https://drive.google.com/uc?id=1dEjrWYMiq37z6vJjejkWn3mhXEJIg0ip,720.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny mat,długość 500 mm,,,,,,,,,,,,,decorra,100
ergHrlZUg2QIND1V8IhSJ2,Przepierzenie DECORRA H005,Dekoracyjne aluminiowe przegrody alumineu DECCORA do montażu w suficie napinanym.,in_stock,,,https://alumineu.pl/produkty/home/przepierzenia/decorra?editionuid=169077060902,,https://drive.google.com/uc?id=1dEjrWYMiq37z6vJjejkWn3mhXEJIg0ip,720.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,biały mat,długość 500 mm,,,,,,,,,,,,,decorra,100
bmi8XCqTjEWJdGyaSuIyc0,Przepierzenie DECORRA H010,Dekoracyjne aluminiowe przegrody alumineu DECCORA do montażu w suficie napinanym.,in_stock,,,https://alumineu.pl/produkty/home/przepierzenia/decorra?editionuid=142180096742,,https://drive.google.com/uc?id=1dEjrWYMiq37z6vJjejkWn3mhXEJIg0ip,1300.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny mat,długość 1000 mm,,,,,,,,,,,,,decorra,100
lp4e5bsYjDqziPV39cnuC2,Przepierzenie DECORRA H010,Dekoracyjne aluminiowe przegrody alumineu DECCORA do montażu w suficie napinanym.,in_stock,,,https://alumineu.pl/produkty/home/przepierzenia/decorra?editionuid=286760936572,,https://drive.google.com/uc?id=1dEjrWYMiq37z6vJjejkWn3mhXEJIg0ip,1300.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,biały mat,długość 1000 mm,,,,,,,,,,,,,decorra,100
Mi1z6scziBgnL27xWxmwT2,Przepierzenie DECORRA H015,Dekoracyjne aluminiowe przegrody alumineu DECCORA do montażu w suficie napinanym.,in_stock,,,https://alumineu.pl/produkty/home/przepierzenia/decorra?editionuid=294756901722,,https://drive.google.com/uc?id=1dEjrWYMiq37z6vJjejkWn3mhXEJIg0ip,1920.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,czarny mat,długość 1500 mm,,,,,,,,,,,,,decorra,100
1DXQpiEKjE3GouFX6fQLj1,Przepierzenie DECORRA H015,Dekoracyjne aluminiowe przegrody alumineu DECCORA do montażu w suficie napinanym.,in_stock,,,https://alumineu.pl/produkty/home/przepierzenia/decorra?editionuid=177168491372,,https://drive.google.com/uc?id=1dEjrWYMiq37z6vJjejkWn3mhXEJIg0ip,1920.00 PLN,,,no,,,alumineu,,google_product_category: 7112,,new,,biały mat,długość 1500 mm,,,,,,,,,,,,,decorra,100
