"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height;"SEO title";"SEO descr";"SEO keywords";"FB title";"FB descr";Url;Tabs:1;Tabs:2;Tabs:3
573195426112;;;;;"Zwischenfeststeller HOOKEND Y704 - schwarz matt";;;https://static.tildacdn.com/stor3736-3164-4162-b837-663339663763/18b7ddf8fc613abcc60161157491ad61.png;0.52;0;;"Farbe:schwarz matt #000000";;rTvzIoD8go7VbGrUSWHeb2;381804083502;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorhanghaken/hookend-y704?editionuid=573195426112;;;
504782410782;Alumineu;;;Zubehör>>>Abdeckungen;"Abdeckung DIFFUSY Y108";;;https://static.tildacdn.com/stor6632-6462-4031-a131-643239343664/c8bd003597ce5ba51819423621be0074.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;diffusy_y108;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/abdeckungen/diffusy-y108;;;
161257849112;;;;;"Abdeckung DIFFUSY Y108 - milchig";;;https://static.tildacdn.com/stor6632-6462-4031-a131-643239343664/c8bd003597ce5ba51819423621be0074.png;7.78;;;"Farbe:milchig #ffffff";;I8dRSyr4j1PDRW6-je8T00;504782410782;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/abdeckungen/diffusy-y108?editionuid=161257849112;;;
801584314922;Alumineu;;;Zubehör>>>Clips;"Clip LOCKIUM Y301";;;https://static.tildacdn.com/stor6631-3133-4364-b932-353034393635/959d492c8c079312cdec5a1ca9aec5e0.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;lockium_y301;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/clips/lockium-y301;;;
709397386242;;;;;"Clip LOCKIUM Y301 - weiß";;;https://static.tildacdn.com/stor6631-3133-4364-b932-353034393635/959d492c8c079312cdec5a1ca9aec5e0.png;1.56;;;"Farbe:weiß #ffffff";;TssncDOBgvi587XAXxOMF2;801584314922;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/clips/lockium-y301?editionuid=709397386242;;;
634642600522;Alumineu;;;Zubehör>>>Verbinder;"Gerader Verbinder JOINTEK Y603";;;https://static.tildacdn.com/stor3537-3764-4633-b738-626435623334/e36f31aeb2f8d8f19bd534362ee25756.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;jointek_y603;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/verbinder/jointek-y603;;;
880762034842;;;;;"Gerader Verbinder JOINTEK Y603 - roh";;;https://static.tildacdn.com/stor3537-3764-4633-b738-626435623334/e36f31aeb2f8d8f19bd534362ee25756.png;5.19;;;"Farbe:roh #e6e6e6";;68OGLVL0i2Yh2ygfi-iJ00;634642600522;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/verbinder/jointek-y603?editionuid=880762034842;;;
949075111892;Alumineu;;;Zubehör>>>Verbinder;"Winkelverbinder JOINTEK Y604";;;https://static.tildacdn.com/stor3531-3938-4665-a164-386663336564/2c593026749e4f8c04e647221a6837a2.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;jointek_y604;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/verbinder/jointek-y604;;;
311874100442;;;;;"Winkelverbinder JOINTEK Y604 - roh";;;;5.19;;;"Farbe:roh #e6e6e6";;BxeEFynvjXZ-sYop6JbwX1;949075111892;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/verbinder/jointek-y604?editionuid=311874100442;;;
453658188782;Alumineu;;;Zubehör>>>Verbinder;"Gerader Verbinder JOINTEK Y605";;;https://static.tildacdn.com/stor6632-6132-4337-b436-383165366538/19a00cbf5b43c2e7e5cd6e26d1c9abe8.jpg;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;jointek_y605;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/verbinder/jointek-y605;;;
100613800152;;;;;"Gerader Verbinder JOINTEK Y605 - roh";;;https://static.tildacdn.com/stor6632-6132-4337-b436-383165366538/19a00cbf5b43c2e7e5cd6e26d1c9abe8.jpg;10.38;;;"Farbe:roh #e6e6e6";;3MLLHH2IjgqO47skfI06r2;453658188782;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/verbinder/jointek-y605?editionuid=100613800152;;;
967491770452;Alumineu;;;Zubehör>>>Verbinder;"Winkelverbinder JOINTEK Y606";;;https://static.tildacdn.com/stor6131-6365-4532-b066-343265383838/5ef2e031f248ddb9900d169419c58135.jpg;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;jointek_y606;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/verbinder/jointek-y606;;;
925512640692;;;;;"Winkelverbinder JOINTEK Y606 - roh";;;https://static.tildacdn.com/stor6131-6365-4532-b066-343265383838/5ef2e031f248ddb9900d169419c58135.jpg;10.38;;;"Farbe:roh #e6e6e6";;PQjsDtuygZ8U2CBSD-yFM3;967491770452;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/verbinder/jointek-y606?editionuid=925512640692;;;
188889108812;Alumineu;;;Zubehör>>>Werkzeuge;"Montagespachtel SPATULA Y801";;;https://static.tildacdn.com/stor3336-3761-4439-b434-396263306431/ea23000cb93a78e08e1eb8c354845be5.png;23.09;;;;;LAScFxUfgjRWkQO7x3vPO3;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/werkzeuge/spatula-y801;;;
933069548192;Alumineu;;;Zubehör>>>Werkzeuge;"Montagespachtel SPATULA Y802";;;https://static.tildacdn.com/stor3366-3661-4565-b139-623735383530/884456d86aef0c3b011afeebb3827bb1.png;23.09;;;;;yhUnPSjLg-Bdtn9a16e4K1;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/werkzeuge/spatula-y802;;;
678666813172;Alumineu;;;Zubehör>>>Werkzeuge;"Montagespachtel SPATULA Y803";;;https://static.tildacdn.com/stor6438-3530-4031-b735-633464323136/ed96edd2311aefcaf7640dc368990784.png;23.09;;;;;7EuwsAnyhMnvk1iniWvNZ2;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/werkzeuge/spatula-y803;;;
337643538892;Alumineu;;;Zubehör>>>Werkzeuge;"Montagespachtel SPATULA Y804";;;https://static.tildacdn.com/stor3633-3934-4730-b061-323933373165/2b8d2a1e96c6560fbcabae6c84ab7649.png;54.48;;;;;R2Byo-ePivRzvVzZ6j3813;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/werkzeuge/spatula-y804;;;
369842870012;Alumineu;;;Zubehör>>>Werkzeuge;"Langlochzange PRASEKA Y805";;;https://static.tildacdn.com/stor3064-3632-4163-b536-346636353731/f306bc3eb54d8c4e7e7998a05ed859c4.png;67.45;0;;;;zVHat4UNjWloiFXNPDt4r0;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/werkzeuge/spatula-y805;;;
292716482542;Alumineu;;;Zubehör>>>Vorrichtungen;"Schneidlade STUSLON Y901";;;https://static.tildacdn.com/stor6532-6433-4338-a664-613030653632/9ac8d5d0be06d34b458176b1bded003b.png;9.34;;;;;yhkL5hiDgxPikbdZZ9Fw-2;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorrichtungen/stuslon-y901;;;
607629265982;Alumineu;;;Zubehör>>>Vorrichtungen;"Schneidlade STUSLON Y902";;;https://static.tildacdn.com/stor3336-3537-4232-b665-323966333465/9a4e1cb4455e8944ea11cc5d06ee6831.png;9.34;;;;;Ttlz5AqejNP0X23dgdQNF0;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorrichtungen/stuslon-y902;;;
522982704862;Alumineu;;;Zubehör>>>Vorrichtungen;"Schneidlade STUSLON Y903";;;https://static.tildacdn.com/stor6433-3839-4164-a465-393531663535/a90b84825b9f0cc6f964f955f0c11fb2.png;9.34;;;;;6BeeaaaDifZDxIxPgfCsB2;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorrichtungen/stuslon-y903;;;
650203298572;Alumineu;;;Zubehör>>>Vorrichtungen;"Kunststoffgleitschiene STABILE Y904";;;https://static.tildacdn.com/stor6361-3337-4632-a335-313530353639/34dd7b6c215267f84d1be6398f11f030.png;10.38;;;;;OZHBJ5GwjxX4GRRLp--5I0;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorrichtungen/stuslon-y904;;;
916449196532;Alumineu;;;Zubehör>>>Vorrichtungen;"Kunststoffgleitschiene STABILE Y905";;;https://static.tildacdn.com/stor3631-3736-4835-a134-386161313530/e94d21201b583d9bc2556f67f033d27c.png;10.38;;;;;YvBn2CQPjF0bZ9wS2Otu83;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorrichtungen/stuslon-y905;;;
671348306322;Alumineu;;;Zubehör>>>Vorrichtungen;"Kunststoffgleitschiene STABILE Y906";;;https://static.tildacdn.com/stor3962-3733-4466-a332-356131613666/342d4ad787334bd80a70f1862346a1b0.png;10.38;;;;;BhYSYrYwjZw4w-mkseFLK1;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorrichtungen/stuslon-y906;;;
387450845462;Alumineu;;;Zubehör>>>Vorhanghaken;"Gardinengleiter HOOKARA Y701";;;https://static.tildacdn.com/stor3538-3364-4235-b362-343363393837/ff5227fe857413a3f64cce376230808b.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;hookara_y701;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorhanghaken/hookara-y701;;;
701090752872;;;;;"Gardinengleiter HOOKARA Y701 - weiß matt";;;https://static.tildacdn.com/stor3538-3364-4235-b362-343363393837/ff5227fe857413a3f64cce376230808b.png;4.15;52;;"Farbe:weiß matt #ffffff";;46uEut1Sg0K3ORag6S9WZ0;387450845462;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorhanghaken/hookara-y701?editionuid=701090752872;;;
142983671902;;;;;"Gardinengleiter HOOKARA Y701 - schwarz matt";;;https://static.tildacdn.com/stor3538-3364-4235-b362-343363393837/ff5227fe857413a3f64cce376230808b.png;4.15;0;;"Farbe:schwarz matt #000000";;mCFJaYpDhGQpcRyrmU8W81;387450845462;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorhanghaken/hookara-y701?editionuid=142983671902;;;
327668366392;Alumineu;;;Zubehör>>>Vorhanghaken;"Gardinengleiter SLIDENE Y702";;;https://static.tildacdn.com/stor6634-3936-4462-b535-316236623836/8c18e6cf1573a6a6f36a8d4792ae4410.jpg;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;slidene_y702;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorhanghaken/slidene-y702;;;
600036549062;;;;;"Gardinengleiter SLIDENE Y702 - weiß matt";;;https://static.tildacdn.com/stor6634-3936-4462-b535-316236623836/8c18e6cf1573a6a6f36a8d4792ae4410.jpg;12.45;55;;"Farbe:weiß matt #ffffff";;AxdssG3zilcc0nq8IRQCg0;327668366392;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorhanghaken/slidene-y702?editionuid=600036549062;;;
173499267522;Alumineu;;;Zubehör>>>Vorhanghaken;"Gardinengleiter SLIDENE Y703";;;https://static.tildacdn.com/stor6238-6236-4065-a666-333437313038/d2253283ad077978925b2957326743d6.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;slidene_y703;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorhanghaken/slidene-y703;;;
649378614012;;;;;"Gardinengleiter SLIDENE Y703 - weiß matt";;;https://static.tildacdn.com/stor6238-6236-4065-a666-333437313038/d2253283ad077978925b2957326743d6.png;0.67;55;;"Farbe:weiß matt #ffffff";;5AoNq6UdhMzzZcpcgTh5m0;173499267522;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorhanghaken/slidene-y703?editionuid=649378614012;;;
288495294412;;;;;"Gardinengleiter SLIDENE Y703 - schwarz matt";;;https://static.tildacdn.com/stor6238-6236-4065-a666-333437313038/d2253283ad077978925b2957326743d6.png;0.67;55;;"Farbe:schwarz matt #000000";;FJSc0Zp5hm1Mg4SMhSTTh0;173499267522;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/vorhanghaken/slidene-y703?editionuid=288495294412;;;
581049790262;Alumineu;;;Zubehör>>>Endkappen;"Endkappe ENDCAPP Y208";;;https://static.tildacdn.com/stor3338-3731-4633-b531-323662363031/803cb870f4b14c2f4e88d77298336750.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;endcapp_y208;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y208;;;
341542099002;;;;;"Endkappe ENDCAPP Y208 - schwarz matt";;;https://static.tildacdn.com/stor3338-3731-4633-b531-323662363031/803cb870f4b14c2f4e88d77298336750.png;5.19;;;"Farbe:schwarz matt #000000";;cs1iWyovjnR0O5ccF07Z40;581049790262;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y208?editionuid=341542099002;;;
546005313714;;;;;"Endkappe ENDCAPP Y208 - weiß matt";;;https://static.tildacdn.com/stor3338-3731-4633-b531-323662363031/803cb870f4b14c2f4e88d77298336750.png;5.19;;;"Farbe:weiß matt #ffffff";;zk72JAY9i0ugmwAbZomQB0;581049790262;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y208?editionuid=546005313714;;;
956402035772;Alumineu;;;Zubehör>>>Endkappen;"Endkappe ENDCAPP Y209";;;https://static.tildacdn.com/stor3561-6561-4632-a532-653263303530/0e5443e0967f10910b960a712130256c.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;endcapp_y209;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y209;;;
587453194702;;;;;"Endkappe ENDCAPP Y209 - schwarz matt";;;;12.97;;;"Farbe:schwarz matt #000000";;caaW9qg3jIDvmqBhtmo3R3;956402035772;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y209?editionuid=587453194702;;;
834163813642;Alumineu;;;Zubehör>>>Endkappen;"Endkappe ENDCAPP Y210";;;https://static.tildacdn.com/stor3435-3565-4265-b330-653637343133/cc373218561373e4fa16c148782d250b.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;endcapp_y210;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y210;;;
851110674492;;;;;"Endkappe ENDCAPP Y210 - schwarz matt";;;https://static.tildacdn.com/stor3435-3565-4265-b330-653637343133/cc373218561373e4fa16c148782d250b.png;14.27;;;"Farbe:schwarz matt #000000";;Ue5JxBS6h-xDmc-T5sYN21;834163813642;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y210?editionuid=851110674492;;;
348873791644;;;;;"Endkappe ENDCAPP Y210 - weiß matt";;;https://static.tildacdn.com/stor3435-3565-4265-b330-653637343133/cc373218561373e4fa16c148782d250b.png;14.27;;;"Farbe:weiß matt #ffffff";;XfbpuCp4jKYvNsRl05mSV0;834163813642;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y210?editionuid=348873791644;;;
184431009662;Alumineu;;;Zubehör>>>Endkappen;"Endkappe ENDCAPP Y211";;;https://static.tildacdn.com/stor3532-3361-4735-b633-313439376164/a08a5e274f6fd8462f3aabb7a31b1dce.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;endcapp_y211;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y211;;;
726546645212;;;;;"Endkappe ENDCAPP Y211 - schwarz matt";;;https://static.tildacdn.com/stor3532-3361-4735-b633-313439376164/a08a5e274f6fd8462f3aabb7a31b1dce.png;27.24;;;"Farbe:schwarz matt #000000";;B-1IK5jxibF9dkLSg6OE11;184431009662;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y211?editionuid=726546645212;;;
653795391564;;;;;"Endkappe ENDCAPP Y211 - weiß matt";;;https://static.tildacdn.com/stor3532-3361-4735-b633-313439376164/a08a5e274f6fd8462f3aabb7a31b1dce.png;27.24;;;"Farbe:weiß matt #ffffff";;w7Y6MOgigz2Y0sizhfBYt3;184431009662;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y211?editionuid=653795391564;;;
244936071092;Alumineu;;;Zubehör>>>Endkappen;"Endkappe ENDCAPP Y212";;;https://static.tildacdn.com/stor3464-3761-4661-a533-313562626332/0975883fceb3a896d5fb5827a09212b0.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;endcapp_y212;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y212;;;
348606638472;;;;;"Endkappe ENDCAPP Y212 - schwarz matt";;;https://static.tildacdn.com/stor3464-3761-4661-a533-313562626332/0975883fceb3a896d5fb5827a09212b0.png;22.05;;;"Farbe:schwarz matt #000000";;Y7HL3H--ifpDooOZXnkT61;244936071092;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/endkappen/endcapp-y212?editionuid=348606638472;;;
377739688724;Alumineu;;;Zubehör>>>Lüftungsreduzierstücke;"Ventilationsreduzierstück AEROOM Y911";;;https://static.tildacdn.com/stor6338-3435-4633-a436-313566303631/33688b3a5e8528a1f75e69ec2cc37d15.png;;;;"product_options:[{""title"":""Farbe"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}}]";;aerooom_y911;;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/ventilationsreduzierstuck/aerooom-y911;;;
199471199604;;;;;"Ventilationsreduzierstück AEROOM Y911 - weiß";;;https://static.tildacdn.com/stor6338-3435-4633-a436-313566303631/33688b3a5e8528a1f75e69ec2cc37d15.png;15.57;;;"Farbe:weiß #ffffff";;kKSei7ZTjZ4PuyPiq34942;377739688724;0;0;0;0;;;;;;https://alumineu.de/produkte/zubehor/ventilationsreduzierstuck/aerooom-y911?editionuid=199471199604;;;
